Top pages,Clicks,Impressions,CTR,Position
https://hsbteleet.com/paper/QP-Dec-2025/222564A.pdf,1,1,100%,2
https://hsbteleet.com/paper/QP-Dec-2025/223031.pdf,1,1,100%,2
https://www.hsbteleet.com/Textile-Processing-3,1,1,100%,2
https://www.hsbteleet.com/html/Textile-Design-6.html,1,1,100%,2
https://hsbteleet.com/btech-sample-paper-6.html,1,1,100%,3
https://hsbteleet.com/paper/QP- Dec-2024/220145A.pdf,1,1,100%,3
https://hsbteleet.com/paper/QP-June-2025/221764C.pdf,1,1,100%,4
https://www.hsbteleet.com/paper/QP- Dec-2024/220345.pdf,1,1,100%,4
https://hsbteleet.com/paper/QP- Dec-2024/220921.pdf,1,1,100%,5
https://hsbteleet.com/Fashion-Technology-3,1,1,100%,6
https://hsbteleet.com/paper/QP-JULY-24/221043.pdf,1,1,100%,6
https://www.hsbteleet.com/paper/QP-JULY-24/212861.pdf,1,1,100%,9
https://hsbteleet.com/html/Hotel-Management-3.html,1,1,100%,12
https://hsbteleet.com/Medical-Laboratory-Technology-2,1,1,100%,15
https://hsbteleet.com/Automation-5,1,1,100%,16
https://hsbteleet.com/paper/QP-June-2025/221532.pdf,1,1,100%,17
https://hsbteleet.com/Automobile-5,1,1,100%,19
https://hsbteleet.com/Library-5,1,1,100%,20
https://hsbteleet.com/paper/QP- Dec-2024/223933.pdf,1,1,100%,20
https://hsbteleet.com/Plastic-3,1,1,100%,24
"https://hsbteleet.com/paper/QP's Dec 2024 Examination/QP's Dec 2024 
Examination/220753.pdf",0,548,0%,2.4
https://hsbteleet.com/paper/QP- Dec-2024/220753.pdf,0,459,0%,2.62
https://hsbteleet.com/paper/QP-June-2025/220327.pdf,0,257,0%,2.55
https://hsbteleet.com/haryana-diploma-info,0,187,0%,7.84
"https://www.hsbteleet.com/syllabus/21 Final 01-08-2024 Diploma in 
Electrical Engineering.pdf",0,171,0%,7.74
https://hsbteleet.com/paper/QP-Dec-2025/223232.pdf,0,170,0%,5.79
https://hsbteleet.com/paper/QP-Dec-2025/220933.pdf,0,150,0%,8.83
https://hsbteleet.com/leet-counselling,0,129,0%,4.81
"https://hsbteleet.com/syllabus/11 Final 01-08-2024 Diploma in Automobile 
Engineering.pdf",0,127,0%,7.56
https://www.hsbteleet.com/paper/QP-June-2025/220343.pdf,0,97,0%,8.44
https://hsbteleet.com/html/Hotel-Management.html,0,91,0%,5.56
https://hsbteleet.com/html/leet-counselling.html,0,82,0%,4.84
"https://hsbteleet.com/syllabus/25 Final 01-08-2024 Diploma in 
Instrumentation and Control Engineering.pdf",0,82,0%,8.06
https://hsbteleet.com/paper/QP-June-2025/220362.pdf,0,82,0%,9.01
https://hsbteleet.com/paper/QP-Dec-2025/220753.pdf,0,69,0%,3.74
https://hsbteleet.com/leet-overview.html,0,62,0%,6.84
https://hsbteleet.com/paper/QP-Dec-2025/220833.pdf,0,61,0%,2.61
"https://hsbteleet.com/syllabus/27 Final 01-08-2024 Diploma in Medical 
Electronics.pdf",0,58,0%,9.72
https://hsbteleet.com/contact,0,56,0%,7.89
https://www.hsbteleet.com/computer-pyq-3-semester,0,55,0%,4.16
https://hsbteleet.com/paper/QP-JULY-24/223232.pdf,0,54,0%,6.07
https://hsbteleet.com/Adv-Diploma,0,53,0%,17.4
https://hsbteleet.com/btech-leet-premium.html,0,49,0%,3.76
https://hsbteleet.com/paper/QP-January-2024/222534.pdf,0,49,0%,10.96
https://hsbteleet.com/paper/QP-Dec-2025/226753-R.pdf,0,48,0%,9.19
https://hsbteleet.com/paper/QP-JULY-24/220134.pdf,0,45,0%,3.76
https://hsbteleet.com/paper/QP-July-2023/223914.pdf,0,45,0%,3.84
https://hsbteleet.com/html/leet-tentative-dates.html,0,44,0%,6.86
https://hsbteleet.com/paper/QP-Dec-2025/221752.pdf,0,44,0%,8.09
https://hsbteleet.com/Electrical-Engineering-5.html,0,42,0%,5.93
https://hsbteleet.com/paper/QP-Dec-2025/222922.pdf,0,41,0%,7.78
https://hsbteleet.com/paper/QP-JULY-24/220833.pdf,0,40,0%,5.5
https://hsbteleet.com/paper/QP- Dec-2024/220833.pdf,0,39,0%,3.72
https://hsbteleet.com/Hotel-Management-4,0,39,0%,7.74
https://hsbteleet.com/paper/QP-June-2025/221143.pdf,0,38,0%,4.82
https://hsbteleet.com/paper/QP-January-2024/220833.pdf,0,38,0%,4.89
https://hsbteleet.com/paper/QP-January-2024/222017.pdf,0,38,0%,4.97
"https://hsbteleet.com/paper/Question Papers of May June 2025 Exam of all 
semesters (26.05.2025 to 25.06.2025)/Question Papers of May June 2025 Exam 
of all semesters (26.05.2025 to 25.06.2025)/220753.pdf",0,37,0%,4.14
"https://hsbteleet.com/paper/QP's Dec 2024 Examination/QP's Dec 2024 
Examination/220751.pdf",0,37,0%,4.35
"https://hsbteleet.com/syllabus/21 Final 01-08-2024 Diploma in Electrical 
Engineering.pdf",0,35,0%,7.57
https://hsbteleet.com/paper/QP-July-2023/222715.pdf,0,34,0%,5.29
https://hsbteleet.com/last-year-cutoff,0,34,0%,7.35
https://www.hsbteleet.com/haryana-leet-colleges,0,34,0%,8.74
https://hsbteleet.com/paper/QP- Dec-2024/223824.pdf,0,34,0%,11.74
https://hsbteleet.com/paper/QP- Dec-2024/220422.pdf,0,33,0%,4
https://www.hsbteleet.com/paper/QP-January-2024/220731.pdf,0,33,0%,10.42
https://hsbteleet.com/faq.html,0,32,0%,5.78
https://www.hsbteleet.com/paper/QP-July-2023/223923.pdf,0,30,0%,5.2
https://hsbteleet.com/paper/QP- Dec-2024/223844.pdf,0,30,0%,9.03
https://hsbteleet.com/paper/QP-Dec-2025/223045A.pdf,0,30,0%,9.83
https://hsbteleet.com/Medical-Laboratory-Technology,0,28,0%,6.07
https://www.hsbteleet.com/Adv-Diploma,0,28,0%,13.25
https://hsbteleet.com/Office-Management,0,27,0%,5
https://hsbteleet.com/paper/QP-JULY-24/220924.pdf,0,27,0%,7.15
https://hsbteleet.com/Adv-Diploma-3,0,27,0%,12.48
https://www.hsbteleet.com/paper/QP-June-2025/222715.pdf,0,25,0%,4.84
https://hsbteleet.com/paper/QP-June-2025/220753.pdf,0,25,0%,5.72
https://hsbteleet.com/paper/QP- Dec-2024/221124.pdf,0,25,0%,6.52
https://hsbteleet.com/paper/QP- Dec-2024/222754B.pdf,0,25,0%,9.68
https://hsbteleet.com/paper/QP-JULY-24/223844.pdf,0,25,0%,9.68
https://hsbteleet.com/paper/QP-JULY-24/223045A.pdf,0,25,0%,11.08
https://hsbteleet.com/paper/QP-January-2024/222535.pdf,0,24,0%,8.54
https://hsbteleet.com/paper/QP-Dec-2025/ER20-13T.pdf,0,23,0%,4.74
https://hsbteleet.com/paper/QP-June-2025/222035.pdf,0,23,0%,4.91
https://hsbteleet.com/paper/QP-June-2025/223034.pdf,0,23,0%,9.09
https://hsbteleet.com/html/ai-ml-1.html,0,23,0%,12.91
https://hsbteleet.com/html/contact.html,0,22,0%,6.82
https://hsbteleet.com/paper/QP-Dec-2025/221062.pdf,0,22,0%,9.86
https://hsbteleet.com/paper/QP-Dec-2025/221545B.pdf,0,20,0%,7.8
https://hsbteleet.com/paper/QP-January-2024/221931.pdf,0,19,0%,5.26
https://hsbteleet.com/paper/QP-June-2025/223914.pdf,0,19,0%,5.58
https://hsbteleet.com/paper/QP-JULY-24/223913.pdf,0,19,0%,10.32
https://hsbteleet.com/paper/QP-Dec-2025/223252.pdf,0,19,0%,10.53
https://hsbteleet.com/paper/QP-Dec-2025/221644.pdf,0,18,0%,4.83
https://hsbteleet.com/paper/QP-Dec-2025/220327.pdf,0,18,0%,5.28
https://hsbteleet.com/html/Medical-Electronics,0,18,0%,6.44
https://hsbteleet.com/paper/QP-JULY-24/212862.pdf,0,18,0%,7.39
https://hsbteleet.com/paper/QP-Dec-2025/223122.pdf,0,18,0%,7.67
https://hsbteleet.com/paper/QP- Dec-2024/223832.pdf,0,18,0%,8.11
https://hsbteleet.com/haryana-diploma-info.html,0,18,0%,9.17
https://hsbteleet.com/Office-Management-3,0,18,0%,11.83
https://hsbteleet.com/paper/QP-June-2025/220751.pdf,0,17,0%,4.76
https://hsbteleet.com/paper/QP-June-2025/221646B.pdf,0,17,0%,5.65
https://hsbteleet.com/paper/QP-January-2024/220924.pdf,0,17,0%,5.71
https://www.hsbteleet.com/paper/QP-Dec-2025/220751.pdf,0,17,0%,5.76
https://hsbteleet.com/Food-1,0,17,0%,6.47
https://hsbteleet.com/paper/QP-JULY-24/221624.pdf,0,17,0%,6.65
https://hsbteleet.com/paper/QP-January-2024/226731.pdf,0,17,0%,7.24
https://hsbteleet.com/paper/QP- Dec-2024/221732.pdf,0,17,0%,7.88
https://hsbteleet.com/paper/QP-JULY-24/223131.pdf,0,17,0%,8
https://hsbteleet.com/paper/QP-June-2025/221122.pdf,0,17,0%,8.47
https://hsbteleet.com/paper/QP-January-2024/222722.pdf,0,17,0%,8.94
https://hsbteleet.com/paper/QP-June-2025/220343.pdf,0,17,0%,12.47
https://hsbteleet.com/paper/QP- Dec-2024/220327.pdf,0,16,0%,4.62
https://www.hsbteleet.com/paper/QP-JULY-24/220833.pdf,0,16,0%,5
https://hsbteleet.com/last-year-cutoff.html,0,16,0%,5.69
https://www.hsbteleet.com/paper/QP-JULY-24/223914.pdf,0,16,0%,5.75
https://hsbteleet.com/mech-5.html,0,16,0%,6.69
https://www.hsbteleet.com/paper/QP-Dec-2025/220343.pdf,0,16,0%,7.12
https://hsbteleet.com/paper/QP- Dec-2024/ER20-15T.pdf,0,16,0%,7.19
https://hsbteleet.com/paper/QP- Dec-2024/223845A.pdf,0,16,0%,9.31
https://hsbteleet.com/paper/QP-June-2025/223832.pdf,0,16,0%,9.94
https://hsbteleet.com/dbm-1.html,0,16,0%,10.31
https://hsbteleet.com/paper/QP-JULY-24/221746.pdf,0,16,0%,11.56
https://hsbteleet.com/paper/QP-June-2025/221534.pdf,0,16,0%,12.19
https://hsbteleet.com/paper/QP-Dec-2025/220553.pdf,0,15,0%,6.2
https://hsbteleet.com/paper/QP-JULY-24/ER20-14T.pdf,0,15,0%,6.67
https://hsbteleet.com/paper/QP-June-2025/220725.pdf,0,15,0%,7
https://hsbteleet.com/paper/QP-June-2025/220422.pdf,0,15,0%,7.33
https://hsbteleet.com/paper/QP-January-2024/ER20-14T.pdf,0,15,0%,7.6
https://www.hsbteleet.com/Food-3,0,15,0%,9.27
https://hsbteleet.com/paper/QP-Dec-2025/220234-180237-120237-030243-243.pdf,0,15,0%,9.93
https://hsbteleet.com/paper/QP-JULY-24/220943.pdf,0,14,0%,3.36
https://www.hsbteleet.com/Plastic-2,0,14,0%,5.64
https://hsbteleet.com/paper/QP-January-2024/222015.pdf,0,14,0%,7.07
https://hsbteleet.com/paper/QP-Feb-2023/220314.pdf,0,14,0%,8.5
https://hsbteleet.com/paper/QP-June-2025/222722.pdf,0,14,0%,8.64
https://hsbteleet.com/Fashion-Technology-5,0,14,0%,9.79
https://hsbteleet.com/paper/QP-Dec-2025/226751-R.pdf,0,14,0%,9.86
https://hsbteleet.com/html/Adv-Diploma-1,0,14,0%,10.07
https://hsbteleet.com/Adv-Diploma-1,0,14,0%,10.57
https://hsbteleet.com/paper/QP-June-2025/220943.pdf,0,13,0%,2.54
https://hsbteleet.com/paper/QP-June-2025/ER20-22T.pdf,0,13,0%,4.15
https://hsbteleet.com/paper/QP-June-2025/220833.pdf,0,13,0%,5.62
https://hsbteleet.com/html/Electrical-Engineering-3.html,0,13,0%,5.69
https://www.hsbteleet.com/leet-syllabus.html,0,13,0%,6
https://hsbteleet.com/paper/QP-Dec-2025/220363A.pdf,0,13,0%,6.38
https://hsbteleet.com/paper/QP-July-2023/221922.pdf,0,13,0%,11.46
https://hsbteleet.com/paper/QP-JULY-24/220327.pdf,0,13,0%,11.54
https://hsbteleet.com/html/Chemical-5.html,0,13,0%,12.15
https://hsbteleet.com/paper/QP-JULY-24/223914.pdf,0,13,0%,14.46
https://hsbteleet.com/paper/QP- Dec-2024/220943.pdf,0,12,0%,3.17
https://hsbteleet.com/contact.html,0,12,0%,3.83
https://hsbteleet.com/paper/QP-June-2025/221124.pdf,0,12,0%,3.92
https://hsbteleet.com/paper/QP-Dec-2025/223843.pdf,0,12,0%,4
https://hsbteleet.com/paper/QP-JULY-24/221643.pdf,0,12,0%,4.58
https://hsbteleet.com/paper/QP-Dec-2025/220041.pdf,0,12,0%,5.58
https://hsbteleet.com/html/notices.html,0,12,0%,5.75
https://hsbteleet.com/paper/QP-Dec-2025/220832-212832-180832-170832-120832-030832-031034-106544.pdf,0,12,0%,5.75
https://hsbteleet.com/paper/QP-July-2023/222523.pdf,0,12,0%,5.75
https://hsbteleet.com/paper/QP-Dec-2025/223051.pdf,0,12,0%,6.58
https://hsbteleet.com/paper/QP-June-2025/ER20-25T.pdf,0,12,0%,7.17
https://hsbteleet.com/paper/QP-JULY-24/222017.pdf,0,12,0%,7.25
https://hsbteleet.com/paper/QP-Dec-2025/220145-A.pdf,0,12,0%,7.83
https://hsbteleet.com/Plastic.html,0,12,0%,8.67
https://hsbteleet.com/paper/QP-July-2023/222722.pdf,0,12,0%,8.67
https://hsbteleet.com/paper/QP-June-2025/ER20-13T.pdf,0,12,0%,8.75
https://hsbteleet.com/paper/QP-July-2023/220022.pdf,0,12,0%,9.08
https://hsbteleet.com/paper/QP- Dec-2024/223842.pdf,0,12,0%,9.58
https://hsbteleet.com/html/ai-ml-4.html,0,12,0%,10.08
https://hsbteleet.com/paper/QP- Dec-2024/221751.pdf,0,12,0%,10.42
https://hsbteleet.com/paper/QP-Dec-2025/222015.pdf,0,11,0%,5.64
https://hsbteleet.com/paper/QP- Dec-2024/222721.pdf,0,11,0%,6.09
https://hsbteleet.com/Hotel-Management-3,0,11,0%,6.64
https://hsbteleet.com/Medical-Electronics-3,0,11,0%,6.64
https://hsbteleet.com/paper/QP-Dec-2025/223052.pdf,0,11,0%,7.36
https://hsbteleet.com/paper/QP- Dec-2024/222232.pdf,0,11,0%,7.82
https://hsbteleet.com/paper/QP- Dec-2024/222523.pdf,0,11,0%,7.82
https://hsbteleet.com/paper/QP-July-2023/222624.pdf,0,11,0%,8.36
https://hsbteleet.com/paper/QP-June-2025/220243.pdf,0,11,0%,9.55
https://hsbteleet.com/paper/QP-JULY-24/223943.pdf,0,11,0%,10.36
https://hsbteleet.com/Fashion-Design-1.html,0,11,0%,11.82
https://hsbteleet.com/paper/QP-June-2025/222552.pdf,0,11,0%,11.91
https://hsbteleet.com/paper/QP-January-2024/223031.pdf,0,11,0%,13.64
https://www.hsbteleet.com/Automobile-4.html,0,10,0%,2.2
https://hsbteleet.com/paper/QP- Dec-2024/223042.pdf,0,10,0%,3
https://hsbteleet.com/Office-Management-4,0,10,0%,4
https://hsbteleet.com/paper/QP-January-2024/223913.pdf,0,10,0%,4.7
https://www.hsbteleet.com/paper/QP- Dec-2024/220751.pdf,0,10,0%,4.8
https://hsbteleet.com/paper/QP-June-2025/220921.pdf,0,10,0%,5
https://www.hsbteleet.com/Chemical-1,0,10,0%,5.3
https://hsbteleet.com/paper/QP JULY 24/QP JULY 24/220142.pdf,0,10,0%,6
https://hsbteleet.com/paper/QP-Dec-2025/222552.pdf,0,10,0%,7
https://hsbteleet.com/paper/QP-Dec-2025/220751.pdf,0,10,0%,7.3
https://hsbteleet.com/paper/QP-JULY-24/220345.pdf,0,10,0%,7.7
https://hsbteleet.com/paper/QP-June-2025/220445A.pdf,0,10,0%,7.8
https://hsbteleet.com/paper/QP- Dec-2024/220142.pdf,0,10,0%,8.2
https://www.hsbteleet.com/Library-5,0,10,0%,9.2
https://hsbteleet.com/ece-1,0,10,0%,9.3
https://hsbteleet.com/paper/QP-June-2025/220854 A.pdf,0,10,0%,10.2
https://hsbteleet.com/paper/QP-June-2025/ER20-21T (20.06.2025) E.pdf,0,10,0%,12.2
https://hsbteleet.com/dbm-5-mr,0,10,0%,12.8
https://hsbteleet.com/paper/QP-JULY-24/220343.pdf,0,10,0%,16.2
https://hsbteleet.com/paper/QP-JULY-24/221146.pdf,0,10,0%,26.6
https://hsbteleet.com/Medical-Laboratory-Technology-3,0,9,0%,1.89
https://www.hsbteleet.com/paper/QP- Dec-2024/220145A.pdf,0,9,0%,2.22
https://hsbteleet.com/computer-pyq-3-semester,0,9,0%,2.33
https://hsbteleet.com/paper/QP-JULY-24/220725.pdf,0,9,0%,3.44
https://hsbteleet.com/Chemical-4.html,0,9,0%,3.67
https://hsbteleet.com/paper/QP-January-2024/ER20-11T.pdf,0,9,0%,4.22
https://hsbteleet.com/paper/QP-Dec-2025/222543.pdf,0,9,0%,4.33
https://hsbteleet.com/paper/QP-January-2024/220533.pdf,0,9,0%,4.67
https://hsbteleet.com/Chemical-3,0,9,0%,4.89
https://hsbteleet.com/paper/QP-June-2025/220142.pdf,0,9,0%,4.89
https://hsbteleet.com/paper/QP-June-2025/222544.pdf,0,9,0%,5.11
https://hsbteleet.com/FAA,0,9,0%,5.44
https://hsbteleet.com/paper/QP-Dec-2025/226754C.pdf,0,9,0%,5.78
https://hsbteleet.com/paper/QP- Dec-2024/223915.pdf,0,9,0%,5.89
https://hsbteleet.com/paper/QP-Dec-2025/222535.pdf,0,9,0%,6.11
https://hsbteleet.com/paper/QP-June-2025/226746A.pdf,0,9,0%,6.67
https://hsbteleet.com/paper/QP-January-2024/221733.pdf,0,9,0%,7.22
https://hsbteleet.com/paper/QP-January-2024/ER20-23T.pdf,0,9,0%,7.33
https://hsbteleet.com/paper/QP-June-2025/223113.pdf,0,9,0%,8
https://hsbteleet.com/paper/QP-June-2025/223924.pdf,0,9,0%,8.22
https://hsbteleet.com/paper/QP-January-2024/222623.pdf,0,9,0%,8.56
https://www.hsbteleet.com/paper/QP-JULY-24/220041-212841.pdf,0,9,0%,9.78
https://hsbteleet.com/paper/QP-June-2025/223024.pdf,0,9,0%,10.11
https://hsbteleet.com/paper/QP-June-2025/223942.pdf,0,9,0%,10.78
https://hsbteleet.com/paper/QP-January-2024/ER20-12T.pdf,0,8,0%,2
https://hsbteleet.com/paper/QP-July-2023/ER20-11T.pdf,0,8,0%,2.12
https://hsbteleet.com/html/Library-1.html,0,8,0%,2.88
https://hsbteleet.com/paper/QP-Dec-2025/220944.pdf,0,8,0%,3.12
https://hsbteleet.com/paper/QP-June-2025/220363A.pdf,0,8,0%,4.38
https://hsbteleet.com/paper/QP-JULY-24/ER20-13T.pdf,0,8,0%,5.38
https://hsbteleet.com/paper/QP-JULY-24/221143.pdf,0,8,0%,5.62
https://hsbteleet.com/paper/QP- Dec-2024/220041.pdf,0,8,0%,5.88
https://hsbteleet.com/paper/QP-June-2025/223915.pdf,0,8,0%,5.88
https://hsbteleet.com/paper/QP- Dec-2024/222017.pdf,0,8,0%,6
https://hsbteleet.com/html/Hotel-Management-1.html,0,8,0%,6.25
https://hsbteleet.com/paper/QP-June-2025/220944.pdf,0,8,0%,6.5
https://hsbteleet.com/html/Electrical-Engineering-6.html,0,8,0%,6.62
https://hsbteleet.com/paper/QP- Dec-2024/222752.pdf,0,8,0%,6.62
https://hsbteleet.com/paper/QP-June-2025/ER20-14T.pdf,0,8,0%,6.62
https://hsbteleet.com/paper/QP-July-2023/221614.pdf,0,8,0%,7.25
https://www.hsbteleet.com/paper/QP-June-2025/221124.pdf,0,8,0%,7.38
https://hsbteleet.com/paper/QP-June-2025/222535.pdf,0,8,0%,7.62
https://www.hsbteleet.com/Chemical-6,0,8,0%,7.62
https://hsbteleet.com/paper/QP-Dec-2025/221545C.pdf,0,8,0%,7.88
https://www.hsbteleet.com/paper/QP-July-2023/212841.pdf,0,8,0%,9.38
https://hsbteleet.com/paper/QP-Dec-2025/220243.pdf,0,8,0%,10.12
https://hsbteleet.com/paper/QP-June-2025/223023.pdf,0,8,0%,12.12
https://hsbteleet.com/ai-ml-4,0,8,0%,12.25
https://hsbteleet.com/paper/QP- Dec-2024/223034.pdf,0,8,0%,22.12
https://hsbteleet.com/paper/QP-Dec-2025/223853.pdf,0,7,0%,1.29
https://hsbteleet.com/paper/QP-January-2024/222532.pdf,0,7,0%,3.29
https://hsbteleet.com/paper/QP-JULY-24/220142.pdf,0,7,0%,3.57
https://hsbteleet.com/Agriculture-5.html,0,7,0%,3.86
https://hsbteleet.com/paper/QP-January-2024/180832-170832-120832-030832-031034-106544.pdf,0,7,0%,3.86
https://www.hsbteleet.com/paper/QP-January-2024/ER20-14T.pdf,0,7,0%,3.86
https://hsbteleet.com/paper/QP-June-2025/222017.pdf,0,7,0%,4.29
https://hsbteleet.com/paper/QP-Dec-2025/220743.pdf,0,7,0%,4.57
https://www.hsbteleet.com/Fashion-Design-6,0,7,0%,4.71
https://hsbteleet.com/paper/QP-Feb-2023/170332.pdf,0,7,0%,5
https://hsbteleet.com/paper/QP-Dec-2025/223925.pdf,0,7,0%,5.29
https://hsbteleet.com/paper/QP-Dec-2025/223923.pdf,0,7,0%,5.43
https://hsbteleet.com/paper/QP-Dec-2025/220965A.pdf,0,7,0%,5.71
https://hsbteleet.com/paper/QP-June-2025/222721.pdf,0,7,0%,5.71
https://hsbteleet.com/Chemical-5,0,7,0%,6.14
https://hsbteleet.com/paper/QP-JULY-24/221942.pdf,0,7,0%,6.14
https://hsbteleet.com/paper/QP-June-2025/220015-200015-170015-120015-060035.pdf,0,7,0%,6.71
https://www.hsbteleet.com/paper/QP- Dec-2024/220743.pdf,0,7,0%,7.14
https://hsbteleet.com/paper/QP-JULY-24/ER20-26T.pdf,0,7,0%,7.29
https://hsbteleet.com/paper/QP-January-2024/ER20-22T.pdf,0,7,0%,7.29
https://hsbteleet.com/paper/QP-JULY-24/221115.pdf,0,7,0%,7.43
https://hsbteleet.com/paper/QP-Dec-2025/ER20-25T.pdf,0,7,0%,7.57
https://hsbteleet.com/paper/QP-Dec-2025/222025.pdf,0,7,0%,8.43
https://hsbteleet.com/paper/QP- Dec-2024/221622.pdf,0,7,0%,8.86
https://hsbteleet.com/paper/QP-Dec-2025/222242.pdf,0,7,0%,9.43
https://hsbteleet.com/paper/QP-JULY-24/220244.pdf,0,7,0%,9.57
https://hsbteleet.com/paper/QP-June-2025/222952B.pdf,0,7,0%,9.71
https://hsbteleet.com/paper/QP-January-2024/220731.pdf,0,7,0%,9.86
https://hsbteleet.com/Instrumentation-&-Control-2,0,7,0%,10
https://hsbteleet.com/paper/QP-JULY-24/212861.pdf,0,7,0%,10
https://hsbteleet.com/Textile-Technology-1,0,7,0%,10.29
https://hsbteleet.com/paper/QP-Dec-2025/220563C.pdf,0,7,0%,10.43
https://hsbteleet.com/paper/QP-June-2025/220314.pdf,0,7,0%,11.29
https://hsbteleet.com/html/Hotel-Management-2,0,7,0%,11.57
https://hsbteleet.com/paper/QP-June-2025/180237-120237-030243-243.pdf,0,7,0%,13.43
https://hsbteleet.com/paper/QP-January-2024/221631.pdf,0,7,0%,13.86
https://hsbteleet.com/paper/QP-January-2024/ER20-13T.pdf,0,7,0%,16.71
https://hsbteleet.com/paper/QP-July-2023/223013.pdf,0,6,0%,1
https://hsbteleet.com/paper/QP-June-2025/220862.pdf,0,6,0%,1
https://hsbteleet.com/paper/QP-June-2025/220342.pdf,0,6,0%,3
https://hsbteleet.com/paper/QP-June-2025/223013.pdf,0,6,0%,3.33
https://hsbteleet.com/paper/QP-July-2023/220725.pdf,0,6,0%,3.5
https://hsbteleet.com/paper/QP-Dec-2025/224142.pdf,0,6,0%,4.5
https://hsbteleet.com/paper/QP-January-2024/ER20-25T.pdf,0,6,0%,4.5
https://www.hsbteleet.com/paper/QP-JULY-24/222025.pdf,0,6,0%,4.5
https://hsbteleet.com/Automation-6,0,6,0%,4.83
https://hsbteleet.com/paper/QP-JULY-24/220944.pdf,0,6,0%,4.83
https://www.hsbteleet.com/Food-1,0,6,0%,5
https://hsbteleet.com/paper/QP-Dec-2025/222643.pdf,0,6,0%,5.17
https://hsbteleet.com/btech-sample-paper-9.html,0,6,0%,5.33
https://hsbteleet.com/paper/QP-JULY-24/222615.pdf,0,6,0%,5.33
https://hsbteleet.com/paper/QP-JULY-24/223113.pdf,0,6,0%,5.33
https://hsbteleet.com/paper/QP- Dec-2024/ER20-12T.pdf,0,6,0%,5.5
https://hsbteleet.com/paper/QP-JULY-24/222733.pdf,0,6,0%,5.67
https://hsbteleet.com/html/Fashion-Technology-2.html,0,6,0%,5.83
https://hsbteleet.com/paper/QP- Dec-2024/223121.pdf,0,6,0%,5.83
https://hsbteleet.com/paper/QP-June-2025/220756B.pdf,0,6,0%,5.83
https://hsbteleet.com/paper/QP- Dec-2024/220023-212823.pdf,0,6,0%,6
https://hsbteleet.com/paper/QP-July-2023/222015.pdf,0,6,0%,6
https://hsbteleet.com/paper/QP-July-2023/222017.pdf,0,6,0%,6
https://hsbteleet.com/paper/QP- Dec-2024/220125.pdf,0,6,0%,6.17
https://hsbteleet.com/paper/QP-JULY-24/220914.pdf,0,6,0%,6.17
https://hsbteleet.com/paper/QP-JULY-24/222921.pdf,0,6,0%,6.17
https://hsbteleet.com/html/Architectural-Assistantship-5.html,0,6,0%,6.33
https://hsbteleet.com/paper/QP-June-2025/220953.pdf,0,6,0%,6.33
https://hsbteleet.com/paper/QP-JULY-24/ER20-12T.pdf,0,6,0%,6.67
https://hsbteleet.com/paper/QP-January-2024/220827.pdf,0,6,0%,6.67
https://hsbteleet.com/paper/QP-June-2025/220223.pdf,0,6,0%,6.67
https://hsbteleet.com/paper/QP-JULY-24/220041-212841.pdf,0,6,0%,6.83
https://hsbteleet.com/paper/QP-June-2025/222534.pdf,0,6,0%,6.83
https://hsbteleet.com/paper/QP-Dec-2025/222533.pdf,0,6,0%,7.17
https://hsbteleet.com/paper/QP-Dec-2025/ER20-14T.pdf,0,6,0%,7.17
https://hsbteleet.com/paper/QP-June-2025/222222.pdf,0,6,0%,7.17
https://hsbteleet.com/html/Adv-Diploma-4.html,0,6,0%,7.5
https://hsbteleet.com/paper/QP-July-2023/221121.pdf,0,6,0%,8
https://www.hsbteleet.com/paper/QP-June-2025/223915.pdf,0,6,0%,8
https://hsbteleet.com/paper/QP-June-2025/222763A.pdf,0,6,0%,9.17
https://hsbteleet.com/paper/QP-June-2025/224121.pdf,0,6,0%,9.17
https://www.hsbteleet.com/paper/QP-JULY-24/220244.pdf,0,6,0%,9.33
https://hsbteleet.com/paper/QP-June-2025/226754B R.pdf,0,6,0%,9.5
"https://hsbteleet.com/paper/Question Papers for January 2024 Exam/Question 
Paper January 2024 Exam/226734.pdf",0,6,0%,9.5
https://hsbteleet.com/paper/QP-Dec-2025/226744-R.pdf,0,6,0%,9.67
https://www.hsbteleet.com/paper/QP-January-2024/222722.pdf,0,6,0%,9.67
https://hsbteleet.com/paper/QP-June-2025/222834.pdf,0,6,0%,9.83
https://hsbteleet.com/paper/QP-Dec-2025/223912.pdf,0,6,0%,10.83
https://www.hsbteleet.com/paper/QP-June-2025/223924.pdf,0,6,0%,11
https://hsbteleet.com/html/Fashion-Technology,0,6,0%,11.33
https://hsbteleet.com/paper/QP- Dec-2024/224112.pdf,0,6,0%,11.33
https://hsbteleet.com/paper/QP-Dec-2025/222232.pdf,0,6,0%,11.5
https://www.hsbteleet.com/paper/QP-Dec-2025/ER20-11T.pdf,0,6,0%,16.67
https://hsbteleet.com/paper/QP-JULY-24/180235.pdf,0,6,0%,18.33
https://hsbteleet.com/paper/QP-June-2025/220156.pdf,0,6,0%,21.17
https://hsbteleet.com/Hotel-Management-5,0,6,0%,22
https://hsbteleet.com/paper/QP-July-2023/221613.pdf,0,6,0%,22.67
https://hsbteleet.com/paper/QP- Dec-2024/ER20-21T.pdf,0,6,0%,25.83
https://hsbteleet.com/paper/QP- Dec-2024/220733.pdf,0,6,0%,37.33
